epoch,train_loss,val_loss,val_mae
1,4.279516935348511,3.354484771477657,3.354484771477657
2,4.205442190170288,3.3148624646539266,3.3148624646539266
3,4.130983591079712,3.2749807584161337,3.2749807584161337
